Gene,SNAP-n
DENND5A,0.000366603
GNL1,0.000366571
FHL2,0.000366373
PANK3,0.000366324
SLC25A45,0.000366213
PHACTR3,0.000366059
TUSC2,0.00036576
FMN2,0.000365578
LY6E,0.000365376
AC008083.3,0.000365106
DUSP4,0.000365064
COPS7A,0.000364952
NAPG,0.000364831
GLCCI1,0.000364559
PEX5L-AS1,0.000364555
ERICH3-AS1,0.000364442
ATP5G3,0.00036425
TUBB2A:TUBB2B,0.000364207
UEVLD,0.000364118
VPS8,0.000363866
ZNF25,0.000363643
PSMG3,0.000363642
KCNC2,0.000363617
GNG3,0.000363417
CHMP5,0.000363111
SCHLAP1,0.000363059
RPL41,0.000362982
KIF1A,0.000362888
ASXL3,0.000362715
ARL4D,0.00036269
KCTD13,0.000362599
GNAQ,0.000362457
MBTPS2,0.000362205
LINC01182,0.000362053
AC100818.1,0.000361994
NIT2,0.000361736
UBE2M,0.000361645
AC008056.2,0.000361621
TOMM7,0.000361203
HMGCR,0.000360384
SOX2-OT,0.000360379
GNB1,0.000360315
NSUN3,0.000360297
TXNDC15,0.000360114
ARGLU1,0.000360074
AL592183.1,0.00035988
SLX4,0.000359779
ATP2A2,0.000359568
FRMD4A,0.000359164
ADCK1,0.000358924
KCNK2,0.000358715
CDKN1C,0.000358699
CMAS,0.000358657
ATP13A3,0.000358522
ZNF496,0.000358519
PPP2R5E,0.000358417
AC084361.2,0.000358324
LBH,0.000357816
MSANTD3,0.000357679
PRELID1,0.000357385
COX4I1,0.000357002
RPS25,0.000356994
CADM4,0.000356846
NFATC2,0.000356789
ACYP2,0.00035643
KBTBD12,0.000356216
YWHAG,0.000356206
BNIP3,0.000356137
TRAF3IP1,0.000355933
KCNH1,0.000355893
CCKBR,0.000355844
C19orf70,0.000355664
MIR22HG,0.000355516
TM7SF2,0.000355456
SLC16A6,0.00035539
HABP4,0.000355383
VAMP2,0.000355226
POLR2K,0.000355017
RPLP2,0.000354823
RINT1,0.000354784
EEA1,0.000354775
VIPR2,0.00035445
RPL7A,0.000354344
TMX3,0.000353796
SUMF2,0.000353511
MT-ATP8,0.000353151
NCBP2-AS2,0.000353094
SLC22A25,0.000352947
ATP5J,0.000352755
BORCS5,0.000352639
LPCAT4,0.00035258
ARNTL2,0.00035258
LPGAT1,0.000352494
AC023301.1,0.000352373
AC239809.3:AC245407.1,0.000352371
AC069437.1,0.00035223
NTNG2,0.000352016
CTCF,0.000351864
NETO2,0.000351701
AC105052.3:POLR2J3,0.000351668
MIR100HG,0.000351436
UQCRQ,0.000351199
TSNAX,0.000350948
AKT3,0.000350854
RAB15,0.000350835
LPP,0.000350667
ATP12A,0.000350211
AP2B1,0.000350186
SPON1,0.000350156
POLR2J3,0.000349873
BEND5,0.00034986
AC022469.1,0.000349853
CECR6,0.000349746
AC002116.2,0.000349636
SNCB,0.000349551
ZNF641,0.000349483
SNRNP25,0.000349256
RAPGEF1,0.000349197
MTOR,0.000349157
CALU,0.000348986
SLC24A2,0.000348983
FAT3,0.000348794
ATPIF1,0.000348695
SLC8B1,0.000348642
ATRN,0.000348618
HNRNPDL,0.000348555
COX7A2L,0.000348431
SBDS,0.000348429
AC069155.1,0.000348378
MAP4K4,0.000348131
TRIM33,0.000348083
KLF7,0.000348067
AC027097.2,0.000347894
RAN,0.000347888
NEPRO,0.000347793
OLR1,0.000347719
RPL35A,0.000347681
LINC00685,0.000347642
NNT,0.00034752
ACTB,0.000347452
NDUFB8,0.000346998
PLEKHB2,0.000346655
RPS18,0.000346368
AC090241.2,0.000346221
SUPT3H,0.000346128
NME1,0.000345977
RAB5A,0.000345857
KLF10,0.00034584
FER1L6-AS2,0.000345649
BRCC3,0.000345617
HOMER1:ITPR2,0.00034558
RHOJ,0.000345486
LINC02465,0.000345408
TPBG,0.000345275
AL109930.1,0.000345251
DENR,0.00034492
TMEM59L,0.000344701
MAS1,0.000344683
TM9SF3,0.000344655
FLJ27354,0.000344334
MNAT1,0.000344185
SMPD3,0.000343987
RMDN2,0.000343785
AC079340.1,0.000343705
NDUFC1,0.000343571
AP001972.3,0.000343387
IL12RB2,0.000343204
NCL,0.000343156
NDUFAF8,0.000342727
AC016994.1,0.000342716
CHRM1,0.000342476
RELL2,0.000342419
ANAPC7,0.000342415
CXXC5,0.000342079
NDUFC2,0.000341998
CHL1,0.000341827
COA3,0.000341821
KIAA0319L,0.000341503
KC6,0.000341502
SLC25A17,0.000341366
TMEM151A,0.00034121
APIP,0.000341056
USP44,0.000340927
AC008083.1,0.000340858
TTC8,0.000340746
COPRS,0.000340741
MET,0.000340643
PA2G4,0.000340486
AL049552.1,0.000340399
RALA,0.000340174
PANX2,0.000340097
AC073525.1,0.000340057
PLAG1,0.000339652
TTPAL,0.000339499
RPS12,0.000339451
PPIA,0.00033879
MT-RNR2,0.000338691
TMEM134,0.000338472
SENP5,0.000338457
ANKRD44,0.000338306
TMEM208,0.000338112
LAMTOR5,0.000337834
KIF3B,0.000337603
SEPT5,0.000337587
SV2A,0.000337452
MMP24-AS1,0.000337261
GTDC1,0.000337226
MYL12B,0.000336586
UGP2,0.000336553
GOT1,0.000336493
ANKRD36C,0.000336166
C1QTNF4,0.000336093
ATP5E,0.000335981
NOXA1,0.00033577
FOS,0.000335751
APRT,0.000335212
AC018697.1,0.000335116
AREL1,0.000335021
REEP2,0.00033452
KCNN2,0.000334141
CAPZA2,0.000334111
MAST2,0.000333958
SLC39A3,0.000333885
ARHGDIA,0.000333863
LINC02254,0.000333791
STMN2,0.000333753
AC114947.2,0.000333734
DUSP2,0.000333616
CWC22,0.000332812
LARP1B,0.000332671
ATP5D,0.000332013
TENM4,0.00033197
UQCR11,0.000331819
EVL,0.00033156
USP12,0.000331102
PET117,0.000331062
MT-ND1,0.000330938
ANAPC15,0.000330756
TAF10,0.000330742
KCNMA1-AS1,0.00033073
AL354740.1,0.000330611
RPL26,0.000330445
SHROOM3,0.000330445
FAM174A,0.000330357
LINC02301,0.000330309
SERPINI2,0.000330283
TRIB1,0.000330205
TTC3,0.000330068
PACRG,0.000329743
MMD,0.000329627
YWHAQ,0.00032959
CRYL1,0.000329343
RPL14,0.000329156
COLEC10,0.000329154
CBX6,0.000329042
C2CD3,0.000329003
GALR1,0.000328717
C19orf53,0.00032866
AC021231.1,0.000328471
TBC1D22A,0.000328453
ATP5J2,0.000328371
ADGRB3,0.000328304
GATAD1,0.000328155
VASH1,0.000328123
RNMT,0.000327929
KPNA3,0.000327764
CFTR,0.000327555
TBCEL,0.000327305
VMA21,0.000326969
AL022323.4,0.000326951
FABP5,0.000326829
PPP1R14C,0.000326728
TTYH3,0.000326652
EGFL7,0.000326214
CREM,0.000326134
KLHDC10,0.000326101
AC040174.1,0.000326099
UROS,0.000326078
SNRPD1,0.000326075
PTPRF,0.000325907
SMIM18,0.000325621
KCNH3,0.000325463
KLHDC3,0.000325434
INVS,0.000325331
PTGFRN,0.000324956
AP000426.1,0.000324843
DNAJC19,0.000324785
BCL2L14,0.000324509
ACER3,0.000324429
GRM5-AS1,0.000324187
RPS13,0.000324107
GPR161,0.000324094
DYNLT3,0.000323807
HAS2-AS1,0.000323761
ZBTB21,0.000323722
CLTA,0.000323684
DDX10,0.000323637
RFX8,0.000323601
RWDD1,0.000323584
LAMTOR1,0.000323314
PDE1C,0.000323296
CUL3,0.000323246
DNAJC8,0.000323194
HMGXB3,0.000323171
AL512380.2,0.000323162
TCEAL8,0.000323115
DNPH1,0.000323098
LINC01476,0.000323096
SEMA3E,0.000322694
TUBGCP5,0.000322536
AC097537.1,0.000322505
PCYOX1L,0.000322376
LINC01376,0.000322045
DHRS11,0.000321949
C1QBP,0.000321914
MAPKAP1,0.000321192
UGGT2,0.000321051
SNX24,0.00032098
TAX1BP1,0.000320897
ADGRA1-AS1,0.000320848
TFRC,0.000320838
AC004053.1,0.000320702
DDA1,0.000320448
GABRB3,0.000320386
PFDN2,0.000320201
ZYX,0.000319985
NLRP1,0.000319981
AL136298.1,0.000319929
FKBP2,0.000319795
CYP26B1,0.000319747
SMIM19,0.000319526
GPD2,0.000319245
PLK3,0.000319229
LINC01257,0.00031892
TMEM219,0.000318856
VBP1,0.000318844
NPAS4,0.000318515
HNRNPK,0.000318374
PSMD7,0.000318287
RMND5B,0.000318232
CCDC14,0.000318197
RAP1GAP,0.000318105
SUSD5,0.000318087
PTPN14,0.000317907
RPL37,0.000317873
PIN1,0.000317612
CELF4,0.000317547
RPGRIP1L,0.000317475
HS2ST1,0.000317185
BIRC6-AS2,0.000317095
AC008440.2,0.00031703
FAM196A,0.000316992
AC093305.1,0.000316646
STMN3,0.000316119
TMIE,0.000316075
SYNGR3,0.000316038
AC097716.1,0.000315851
CRYBG1,0.000315822
GNB4,0.000315781
PTGES2,0.00031574
HSD11B1L,0.000315736
USP32,0.000315509
TACC2,0.000315456
FXYD7,0.000314838
DPYD-AS1,0.000314777
HCRTR1,0.000314492
GRIA3,0.000314343
GSAP,0.000314266
MLLT11,0.000314218
PREP,0.00031417
AL023584.2,0.000314142
IQCK,0.000313924
TMEM14A,0.000313774
ADAMTS1,0.000313586
THEM6,0.000313409
PSMG3-AS1,0.000313259
PYURF,0.000313231
UQCR10,0.000313067
BAG1,0.000312992
LYNX1,0.000312977
CHCHD3,0.000312917
LONRF2,0.000312907
LINC02330,0.000312859
AC010307.4,0.000312833
PEX7,0.000312772
SERINC3,0.000312665
ARL13B,0.000312599
AC090115.1,0.000312532
ADAMTSL1,0.000312464
DLGAP1-AS1,0.000312442
PLXDC1,0.000312366
AC016987.1,0.000312263
TRMT112,0.000312261
TMEM8B,0.000312105
EDF1,0.000312103
GTF2E2,0.000312068
ZFAND5,0.000312045
KPNA4,0.000311958
FYN,0.0003118
PKIA-AS1,0.000311652
KIAA1549L,0.000311634
AL133346.1,0.00031151
ZBTB18,0.000311429
ERCC1,0.000311427
OVOL2,0.000311404
NREP-AS1,0.000311376
PLS3,0.000311195
SAMD3,0.000311126
LANCL1,0.000311063
RTN4R,0.000310924
NDUFS6,0.000310903
AL157413.1,0.000310754
ING2,0.000310677
M6PR,0.000310584
LSM3,0.000310533
DOCK4,0.000310524
ARSB,0.000310504
POC1B,0.000310485
KLF3,0.000310422
AC124303.2,0.000310393
SELENOF,0.000310175
PHC1,0.000309897
MRFAP1,0.000309841
DLGAP3,0.000309643
PTPN3,0.000309549
C5orf42,0.000309492
AC079239.1,0.000309226
ABCF1,0.000309117
PNN,0.000308325
TSR2,0.000308254
CCDC88A,0.000308191
CTNNA3,0.000307724
RPL35,0.000307677
CTSL,0.000307605
GRIK2,0.000307587
POLR2I,0.000307398
AC044781.1,0.000307389
AL117190.1,0.000307379
RPS24,0.000307372
CCNY,0.000307219
FEZ1,0.000307179
GK5,0.00030694
TPRG1,0.000306819
RNF11,0.000306583
SERINC1,0.000306262
FGF12-AS1,0.0003062
BLOC1S6,0.000306157
TRIO,0.000306102
ZNF106,0.000305998
IL1RL2,0.000305826
PDE8A,0.000305639
MTR,0.000305306
RPS23,0.000305242
AC112206.2,0.000305144
GABBR1,0.00030512
ABI2,0.000304388
ATAD1,0.000304263
IFT81,0.000304136
NTSR1,0.000303971
ADAT2,0.000303793
EEF1E1,0.000303761
AGA,0.000303733
EIF1B,0.00030365
TMEM155,0.000303549
MRAP2,0.00030349
CNTN4-AS2,0.000303394
FAM171A1,0.000303221
TYRP1,0.000302994
NEK6,0.000302845
BEND6,0.000302468
UTRN,0.000302396
NUDT15,0.000302154
CCM2,0.000302113
ARPC4,0.000302061
DCX,0.000301975
TMEM18,0.000301933
ZSWIM4,0.000301906
HIGD1A,0.0003019
ZNF337-AS1,0.000301672
USP46,0.000301548
LARP6,0.000301472
PSMD12,0.000301335
DUSP5,0.000300929
PDHB,0.000300882
DTD1,0.000300846
PIP4K2A,0.000300748
AC023906.4,0.000300693
GIT2,0.000300679
DIRAS1,0.000300397
KIAA0319,0.000300176
ERI2,0.000300131
SLC24A5,0.000299859
AC105402.3,0.000299836
MAGI3,0.000299756
CSRNP2,0.000299706
CHST2,0.000299465
CSGALNACT1,0.00029943
SRSF2,0.000299394
VPS41,0.00029934
PRKCQ,0.000299173
PGP,0.000299173
CUL2,0.000299171
DNAJC24,0.000299017
SNRPE,0.000298985
NDUFB3,0.000298869
UNC13B,0.000298269
PRRX1,0.000297917
FBXO4,0.00029784
KIAA0895L,0.000297804
ATP6V1B2,0.000297791
STX1B,0.000297779
RAVER2,0.000297744
SNHG6,0.000297743
GSG1L,0.00029766
LIMD2,0.000297652
CLSTN3,0.000297378
PFKFB3,0.000297228
NUDT18,0.000297208
LAGE3,0.000297144
UBL5,0.000297102
Z94057.1,0.000297094
MINOS1,0.000296848
BRSK1,0.000296781
ADAMTSL4-AS1,0.000296655
AC024257.1,0.000296655
RPS4X,0.00029636
ATP6V0A1,0.000296306
TSTD1,0.00029618
SYNJ1,0.000296097
CRISPLD2,0.000295873
ZNF334,0.000295748
AC138305.1,0.000295712
GAB2,0.000295692
TUBA1B,0.000295661
DYNC1LI1,0.000295529
MT-ND4L,0.000295281
JPT1,0.000295166
SLC35F1,0.000295095
LINC01006,0.000295046
AKAP6,0.000294848
TOMM22,0.000294724
FBXO9,0.000294674
SLC3A1,0.000294667
ATXN7L3B,0.000294661
WDR7,0.000294355
PNMA8C,0.000293911
AC025366.1,0.000293869
SNX4,0.000293772
TMCO3,0.00029375
PHC2,0.000293589
MYH10,0.000293435
AIG1,0.000293426
AC011287.2,0.000293232
YWHAH,0.000293089
GPX1,0.000292909
RPL27A,0.000292587
MORF4L1,0.00029248
AC064875.1,0.000292469
COX6B1,0.000292466
AC092422.1,0.000292408
AC073571.1,0.000292396
RAB6A,0.000292388
MAN1A1,0.000292288
PLXNA4,0.000291822
FRG1,0.000291806
MEG3,0.000291705
ERO1A,0.000291688
BRD1,0.000291584
BTF3,0.000291399
FNDC10,0.000291357
AC096741.2,0.000291068
FAAP100,0.000290649
CCPG1,0.000290641
WARS2,0.000290589
MRPL57,0.000290492
LINC01003,0.00029032
AC004054.1,0.000290287
SLC2A6,0.000290262
RAB7A,0.000290121
TERF2IP,0.000290103
PLEKHJ1,0.000290064
MDH1,0.000290027
SLC2A9,0.000289956
CDH4,0.000289916
NDUFB1,0.000289841
RDH11,0.000289677
CYSTM1,0.000289595
C9orf3,0.000289578
PATJ,0.000289181
UBE2S,0.000289135
CINP,0.000289063
RFK,0.000288902
AP000721.2,0.000288814
NTN4,0.000288579
TRPA1,0.000288459
SRSF9,0.00028801
ATP6V1E1,0.000287974
ATP5H,0.000287874
RPL3,0.000287477
TAF9,0.000287424
PPP1R1B,0.00028725
CMAHP,0.000286992
STUB1,0.000286982
ZKSCAN1,0.000286435
AC104002.3,0.000286388
AP005328.1,0.000286347
LRTM2,0.000286296
ST8SIA4,0.000286273
DRP2,0.000286251
TMEM54,0.000286125
PDAP1,0.000286104
ZNF75A,0.000286038
AC211433.1,0.000285987
STARD3NL,0.000285611
AC006450.3,0.000285581
PTPRQ,0.000285507
SLC30A9,0.000285401
OSBPL10-AS1,0.000285372
DHDDS,0.000285273
SMIM10L2B,0.000285197
NAT6,0.000285097
AURKAIP1,0.000284867
AC079340.2,0.000284487
PGAP2,0.000284415
TIA1,0.000284365
AC023906.3,0.000284032
MARCKSL1,0.000283944
FBXO36,0.000283775
MRPL20,0.000283715
OSBP2,0.00028365
FBXL16,0.000283583
ATP5F1,0.000283503
TRAF3,0.000283503
AF121898.1,0.000283129
OLFM3,0.000283126
SLC25A44,0.000283032
SRBD1,0.000282924
MRTO4,0.000282861
AC016723.1,0.000282714
CCDC113,0.000282518
OSTM1,0.000282432
MT-ND2,0.000282368
LINC00599,0.000282353
SNX25,0.000282352
FRMD6-AS2,0.000282271
PCDH7,0.000282268
SRGAP2:SRGAP2C,0.000282266
RPL30,0.000282215
TECPR1,0.000282047
PGM2L1,0.000281957
MTMR9,0.000281844
HLA-C,0.000281805
CHCHD6,0.000281672
EEF1B2,0.000281615
TIMM8B,0.000281538
TSC22D2,0.000281376
AC051619.5,0.000281366
TCEAL6,0.00028136
MDFIC,0.000281032
CPE,0.000280999
LARGE-AS1,0.000280922
RPL5,0.00028087
KLHL8,0.000280833
FSCN1,0.000280804
ATG14,0.000280674
ACTR3,0.000280523
EMC7,0.000280434
COL9A3,0.000280347
PTGIS,0.000280298
HRAS,0.000280233
STS,0.000280085
CDC7,0.000279982
ST3GAL1,0.000279976
MRPL55,0.000279871
GPRASP2,0.000279673
AC130650.1,0.000279466
AC007533.1,0.000279463
TWIST2,0.000279387
ACP2,0.000279218
AP000943.3,0.000279194
AC046195.1,0.000279169
BTF3L4,0.000278675
DDX50,0.000278564
AC008780.1,0.000278537
PPDPF,0.000278526
GABRB2,0.000278504
LRRC73,0.000278484
NALCN-AS1,0.000278369
FFAR4,0.000278133
RNF146,0.000278086
LUZP2,0.000278048
LINC01277,0.000278009
SH3BGRL3,0.000277915
COX5B,0.000277885
NRSN2,0.000277841
PARK7,0.000277733
CBLN4,0.000277579
AL390816.2,0.000277404
GALNT2,0.000277389
ENPEP,0.000277341
AC005972.4,0.000277211
GPCPD1,0.000277137
DYRK2,0.000277032
AL592295.4,0.000277023
IL7,0.0002769
NALCN,0.000276626
SHISA7,0.000276621
DSTN,0.000276405
COX7A1,0.000276402
AL121839.2,0.000276307
AL357992.1,0.000276162
AL022328.4,0.000276133
CAPZA1,0.000275849
HINT2,0.00027575
NUS1,0.000275704
SYT5,0.000275693
CHMP4B,0.000275689
ACAT2,0.000275642
NSMAF,0.000275596
ZRANB2-AS2,0.000275489
DTWD2,0.000275486
B9D1,0.000275467
MTA3,0.000275372
SRP14,0.000275367
COA4,0.000275231
SPARCL1,0.000275103
SCPEP1,0.000274974
YWHAB,0.00027492
AC007656.1,0.000274884
AC105001.1,0.000274839
AL137003.2,0.000274818
OAT,0.000274192
LINC01515,0.000273983
LINC00470,0.000273819
GCNT4,0.000273674
PDCD5,0.000273624
PPP1R35,0.000273423
INF2,0.000273412
LINC01102,0.000273366
NUDT14,0.000273037
SMDT1,0.00027295
SYTL2,0.000272873
BCKDK,0.00027285
RPL6,0.000272542
RAI1,0.00027241
ZFYVE21,0.000272241
OXLD1,0.000272152
PRTFDC1,0.000272033
GLRX5,0.000271956
POLE3,0.000271848
COPS9,0.0002717
TADA3,0.000271622
ENKUR,0.000271282
RPL28,0.000271274
DHX36,0.000271157
PTPRN,0.000270946
TCF7L1,0.000270849
FMNL3,0.000270595
MYL6,0.000270392
DPM3,0.000270358
ACMSD,0.000270294
AC087190.2,0.000270236
RPL18A,0.000270107
TM7SF3,0.000270035
TRAPPC13,0.000269809
YIF1A,0.000269773
DAB1,0.000269323
POLR3E,0.000269199
MCRIP1,0.000269186
C8orf34-AS1,0.000269049
SATB1,0.000269044
CTNNA2,0.000269014
RPLP1,0.000268967
ACTR1B,0.000268911
CTNNB1,0.000268625
TNFAIP8L3,0.000268428
CCSER2,0.000268328
PRDX5,0.000268314
MYOCD,0.000268189
MRPL33,0.00026812
TLL1,0.00026808
Z99129.4,0.000268064
SRPK2,0.000268007
NFU1,0.000267966
IGSF9B,0.00026791
HES1,0.000267908
PDCD2,0.000267865
DYNLRB1,0.00026786
PKD2L1,0.00026783
CCNI,0.000267825
ADRA1B,0.000267742
ESYT2,0.00026767
AL355974.2,0.000267659
MRPL36,0.000267655
MAPK9,0.000267564
CLCN4,0.000267404
IDH2,0.000267256
C4orf3,0.000266966
RBM24,0.000266702
PACRGL,0.000266633
RIOK1,0.000266578
KIAA1143,0.000266122
NRBP2,0.000266044
MIR9-3HG,0.000266039
ABCC9,0.00026595
FRMD6-AS1,0.000265623
ESRRG,0.000265494
AP003049.2,0.000265429
TMEM5,0.000265379
SULT4A1,0.000264906
NDUFS5,0.000264751
CADM2-AS1,0.000264676
TMEM167A,0.000264531
BCL2L2,0.000264516
TCHP,0.000264499
FXYD1,0.00026428
MRPS21,0.000264217
FRAS1,0.000264181
FAM78B,0.00026414
AC138904.3,0.000264123
ZNF528,0.000263997
KMT5B,0.00026394
NDUFA12,0.000263888
CSDE1,0.000263869
RABL3,0.000263832
ADCYAP1,0.000263709
SNX10,0.000263696
EIF4G2,0.000263688
TIMM10,0.000263667
DNAH5,0.00026365
PTPRE,0.000263576
PACSIN1,0.000263567
TIGAR,0.000263141
TANC2,0.0002631
MIR4697HG,0.000263016
AKAP11,0.000262966
AKAP17A,0.000262931
AL355838.1,0.000262837
CUL5,0.000262722
C1orf61,0.000262704
TXNDC17,0.000262639
RIMKLB,0.000262639
ATAD2B,0.00026254
LINC01164,0.000262481
BLOC1S2,0.000262149
RSPH1,0.00026213
AL121895.1,0.000262126
FAM96B,0.000262104
ZSCAN1,0.000261981
RPAIN,0.000261935
LPXN,0.000261842
LSM10,0.000261746
LOR,0.000261701
ST7-AS2,0.000261519
AL357833.1,0.000261459
QRICH1,0.000261384
RPRM,0.000261381
RPL11,0.000261121
DCTN6,0.000261056
NT5C,0.000260956
AL365255.1,0.000260942
HAS2,0.000260893
AP003973.3,0.000260842
TMX2,0.000260832
MEF2C-AS2,0.000260778
SNTA1,0.000260698
DLK2,0.000260544
PIGX,0.000260426
NAA25,0.000260412
AC244517.11,0.00026
TRPC3,0.000259881
SREBF2,0.000259761
DAP,0.000259716
TOLLIP,0.000259633
AC000099.1,0.00025961
INPP1,0.000259608
RHOBTB1,0.000259568
SMCR5,0.000259562
AC009365.2,0.000259553
ENPP6,0.00025953
NKAIN3,0.000259489
PTP4A3,0.000259482
NEURL1-AS1,0.000259394
AC011944.1,0.000259355
COG1,0.000259326
KCMF1,0.000259245
AC002429.2,0.000259135
AC016738.1,0.000259084
AC092920.1,0.000259075
GNPTAB,0.000258976
ANKRD30B,0.000258899
AC114912.1,0.000258794
SPDYE5,0.000258768
AC009414.2,0.000258481
AC074051.2,0.000258428
RNF214,0.000258375
ALCAM,0.000258293
KCNQ5,0.000258291
KIF21A,0.000258188
OST4,0.000258117
ALDOC,0.000258116
SLC35F3,0.000258085
MRPL34,0.000257654
PTCH1,0.000257556
RPS19BP1,0.000257521
RPL26L1,0.0002575
SLC35C2,0.000257193
PPM1G,0.000257141
ZFY-AS1,0.000257137
EXOC1,0.000257052
RAB40C,0.00025705
AL161772.1,0.000257011
SNN,0.000256976
GABARAP,0.000256872
DHCR24,0.000256811
ARSG,0.000256741
AC002383.1,0.000256624
SRGAP3,0.00025657
AC068112.1,0.000256494
METAP1,0.000256479
AC023590.1,0.000256418
RBM25,0.000256266
NBAT1,0.000256264
AC090531.1,0.000256253
PRKRIP1,0.000255734
UNC79,0.000255494
MTCP1,0.000255483
CADM2-AS2,0.000255442
AC138150.1,0.000255185
NR4A2,0.000255094
RPS15,0.000255048
RAP2A,0.000255028
EMD,0.000254857
TRIM77,0.000254797
NUDT7,0.000254758
SNAPC5,0.00025471
MYO1B,0.000254692
KLF3-AS1,0.000254665
MIR217HG,0.000254394
SYF2,0.000254365
AL359232.1,0.000254233
ATOH7,0.000254139
RAB3D,0.000253983
RPRD1A,0.000253958
ADAM19,0.000253953
SMIM7,0.000253911
CMC1,0.000253886
USP6NL,0.000253871
SLC9A8,0.00025386
SLU7,0.00025385
SORBS1,0.000253805
RPL7,0.000253745
BEST4,0.000253739
XRCC4,0.000253672
MT-ND3,0.000253664
ARID3B,0.000253664
RPL24,0.000253554
ACVR1C,0.000253416
B3GALNT1,0.000253392
AC138123.2,0.000253309
AC006355.2,0.000253293
C10orf35,0.000253284
ARL1,0.000253248
GPC6-AS1,0.000253181
TMEM163,0.000253124
AC092574.2,0.000252963
MT-RNR1,0.000252953
GPAA1,0.000252921
LIN52,0.000252905
CHMP3,0.000252877
AC092832.2,0.000252837
ICAM5,0.000252516
LARP4B,0.000252457
CAMSAP1,0.000252339
SLC15A4,0.000252317
AES,0.000252062
DLGAP1-AS2,0.000251859
ARL4C,0.000251596
AC005697.2,0.00025159
FTL,0.000251542
AC006504.7,0.000251526
AL162426.1,0.000251522
SMIM10L2A,0.000251521
YME1L1,0.00025146
GTF2H1,0.000251244
TRNT1,0.000250921
LGALS1,0.000250895
PAXBP1-AS1,0.000250879
BPHL,0.000250869
NDUFAF3,0.000250847
SEC61G,0.00025084
RPL36,0.000250817
KIAA0907,0.0002507
IRGQ,0.000250398
SYNGR1,0.000250397
MCCC2,0.000250346
SULT1C2,0.000250254
PTPRA,0.000250221
RPL36AL,0.00025
TMEM150C,0.000249992
MTPN,0.000249915
GPS2,0.000249859
FOXP1,0.000249748
GTF2H5,0.000249728
DLGAP1-AS3,0.0002497
C5orf63,0.000249694
ZNF140,0.000249423
SEPT9,0.000249383
COCH,0.000249356
LY86,0.000249356
KIAA1324,0.000249266
AC092807.3,0.000249252
P4HA3,0.000249174
SLC45A1,0.00024917
PARD6A,0.000249116
AC020718.1,0.00024875
SOHLH1,0.000248664
PEMT,0.000248657
AC073023.1,0.000248623
AL049569.1,0.00024847
DUSP1,0.000248294
AC244131.2,0.000248292
AP1S3,0.000248214
ASPDH,0.00024807
SUSD4,0.000247889
AL390783.1,0.000247889
AC019197.1,0.000247875
LINC01336,0.000247805
ANKMY1,0.000247656
TMBIM6,0.000247494
AC055733.2,0.00024743
C20orf24,0.000247346
CISD3,0.00024723
DYNC1H1,0.000246921
ELOVL6,0.000246898
SNHG8,0.000246897
ENOX2,0.000246812
OSBP,0.000246682
CHCHD2,0.000246677
COL5A1,0.00024663
DPP10-AS1,0.000246572
PARP1,0.000246509
LINC02458,0.000246505
MTG2,0.000246483
FAM71E1,0.000246397
AC090740.1,0.000246365
NFATC2IP,0.000246253
ZNF576,0.00024623
REEP1,0.000245861
TPI1,0.000245773
WDR77,0.000245772
TATDN3,0.000245692
SNRPB2,0.00024554
SPC25,0.000245419
BOD1L1,0.000245342
MAFF,0.0002449
SYAP1,0.000244887
LINC02263,0.000244728
POU6F2-AS2,0.000244307
MICU3,0.000244264
KIAA0556,0.000244238
AC025259.3,0.00024413
AC004593.1,0.000244099
C1QL3,0.000243894
GPATCH4,0.000243794
AC002454.1,0.000243732
EMC3,0.000243684
AL132996.1,0.000243525
ERP29,0.000243349
AC097512.1,0.000243324
PTRH2,0.000243296
ZNF711,0.000243292
TOP2B,0.000243209
DPP10-AS3,0.000243048
CREG1,0.000243014
LINC02253,0.000242816
HIGD2A,0.000242678
SLC35F4,0.000242615
HDAC5,0.000242318
DOPEY2,0.000242314
ABCA4,0.000242236
TTC13,0.000242122
HECW2,0.000242099
THAP7,0.000242016
POP7,0.000241939
PAK1IP1,0.000241887
FRRS1L,0.000241845
ATP6V0D1,0.000241823
RPS17,0.000241792
EXTL2,0.000241785
COX14,0.000241674
RNF187,0.000241569
LINC01725,0.000241388
IFT27,0.000241383
TAF4B,0.000241103
WAC-AS1,0.000241097
CMYA5,0.000240938
CYP2E1,0.000240938
SNU13,0.000240884
ADAM11,0.000240703
FAM160A2,0.000240636
TMEM258,0.000240622
LMO7-AS1,0.000240605
C19orf43,0.000240236
NEURL1,0.000240111
ARFGEF3,0.000240077
SDC3,0.000240052
CAPS2,0.000240047
AL021368.5,0.000240027
TMEM70,0.00023989
CRELD2,0.000239878
IFIT3,0.000239552
ZNF10,0.000239544
MRPL16,0.000239418
DNAL4,0.000239402
SLC25A33,0.000239376
C10orf107,0.000239339
POLE4,0.000239242
COX7B,0.000239209
COX7A2,0.000239102
RPL19,0.000239043
SELENOS,0.000239038
ADCY8,0.000239035
LINC00276,0.000238994
AC008250.1,0.000238981
FBXL12,0.000238895
MASP2,0.000238887
AC023790.2,0.000238747
ATP9A,0.000238718
LINC01327,0.000238655
TMEM50A,0.000238578
NDUFA4,0.000238526
AC005224.3,0.000238486
NEFM,0.000238244
NIFK,0.000238158
LINC00460,0.000238116
RPS9,0.000238061
MICU2,0.000237941
MARCH2,0.000237886
